FID,geom,source
modelled_grid_original.10154,"MULTILINESTRING ((352279.808060072 768332.6405170078, 352743.6392754215 768799.8432881875, 352743.6392754215 770668.695451258, 353671.30170612043 771603.1462154059))",openstreetmap
modelled_grid_original.10155,"MULTILINESTRING ((399126.76081032335 768332.6405170078, 400054.4232410223 769267.0501646592))",gridfinder
modelled_grid_original.10156,"MULTILINESTRING ((407939.5539019567 768332.6405170078, 408403.3851173062 768799.8432881875, 408403.3851173062 769267.0501646592, 407939.5539019567 769734.2611489652, 407939.5539019567 770201.4762436505, 408403.3851173062 770668.695451258))",gridfinder
modelled_grid_original.10157,"MULTILINESTRING ((828634.4662235258 768332.6405170078, 828634.4662235258 768799.8432881875))",gridfinder
modelled_grid_original.10158,"MULTILINESTRING ((1028081.8888236074 768332.6405170078, 1027618.0576082612 768799.8432881875))",gridfinder
modelled_grid_original.10159,"MULTILINESTRING ((1028545.720038957 768332.6405170078, 1028081.8888236074 768332.6405170078))",gridfinder
modelled_grid_original.10160,"MULTILINESTRING ((1041532.9940687291 768332.6405170078, 1041996.8252840786 768799.8432881875))",gridfinder
modelled_grid_original.10161,"MULTILINESTRING ((333726.55944611254 767865.4418485769, 333262.7282307631 768332.6405170078, 327696.7536465727 768332.6405170078, 327232.9224312264 768799.8432881875, 324449.93513912964 768799.8432881875, 323986.10392378015 769267.0501646592, 322130.7790623855 769267.0501646592, 321666.94784703606 768799.8432881875))",gridfinder
modelled_grid_original.10162,"MULTILINESTRING ((333726.55944611254 767865.4418485769, 334190.39066145883 768332.6405170078))",gridfinder
modelled_grid_original.10163,"MULTILINESTRING ((334654.22187680827 767865.4418485769, 334654.22187680827 768332.6405170078))",gridfinder
modelled_grid_original.10164,"MULTILINESTRING ((335581.8843075072 767865.4418485769, 335581.8843075072 768332.6405170078))",gridfinder
modelled_grid_original.10165,"MULTILINESTRING ((344394.67739913746 767865.4418485769, 344394.67739913746 768332.6405170078))",gridfinder
modelled_grid_original.10166,"MULTILINESTRING ((344858.50861448696 767865.4418485769, 344394.67739913746 767865.4418485769))",gridfinder
modelled_grid_original.10167,"MULTILINESTRING ((347641.49590658373 767865.4418485769, 347641.49590658373 770668.695451258))",gridfinder
modelled_grid_original.10168,"MULTILINESTRING ((398199.09837962757 767865.4418485769, 397735.2671642781 768332.6405170078, 398199.09837962757 768799.8432881875, 398199.09837962757 769267.0501646592))",gridfinder
modelled_grid_original.10169,"MULTILINESTRING ((398662.929594977 767865.4418485769, 398199.09837962757 767865.4418485769))",gridfinder
modelled_grid_original.10170,"MULTILINESTRING ((399126.76081032335 767865.4418485769, 398662.929594977 767865.4418485769))",gridfinder
modelled_grid_original.10171,"MULTILINESTRING ((399126.76081032335 767865.4418485769, 399126.76081032335 768332.6405170078))",gridfinder
modelled_grid_original.10172,"MULTILINESTRING ((407939.5539019567 767865.4418485769, 407939.5539019567 768332.6405170078))",gridfinder
modelled_grid_original.10173,"MULTILINESTRING ((408403.3851173062 767865.4418485769, 407939.5539019567 767865.4418485769))",gridfinder
modelled_grid_original.10174,"MULTILINESTRING ((412577.86605544505 767865.4418485769, 412577.86605544505 768799.8432881875, 413041.6972707945 769267.0501646592, 414433.1909168429 769267.0501646592, 414897.02213219233 768799.8432881875))",gridfinder
modelled_grid_original.10175,"MULTILINESTRING ((768800.2394435023 767865.4418485769, 768336.4082281528 767865.4418485769, 766944.9145821044 769267.0501646592, 766944.9145821044 772537.6134617605))",gridfinder
modelled_grid_original.10176,"MULTILINESTRING ((1028081.8888236074 767865.4418485769, 1028081.8888236074 768332.6405170078))",gridfinder
modelled_grid_original.10177,"MULTILINESTRING ((333726.55944611254 767865.4418485769, 334190.39066145883 767398.2472803512, 334654.22187680827 767865.4418485769))",gridfinder
modelled_grid_original.10178,"MULTILINESTRING ((336973.3779535556 768799.8432881875, 337437.20916890504 768332.6405170078, 337901.0403842514 768332.6405170078, 338364.8715996008 767865.4418485769, 341611.6901070439 767865.4418485769, 342075.5213223934 767398.2472803512, 343930.84618379123 767398.2472803512, 344394.67739913746 767865.4418485769))",gridfinder
modelled_grid_original.10179,"MULTILINESTRING ((344858.50861448696 767865.4418485769, 346713.8334758848 767865.4418485769, 347177.66469123424 767398.2472803512, 347641.49590658373 767865.4418485769))",gridfinder
modelled_grid_original.10180,"MULTILINESTRING ((352743.6392754215 767398.2472803512, 352279.808060072 767865.4418485769, 352279.808060072 768332.6405170078))",openstreetmap
modelled_grid_original.10181,"MULTILINESTRING ((355062.7953521656 767398.2472803512, 352743.6392754215 767398.2472803512))",openstreetmap
modelled_grid_original.10182,"MULTILINESTRING ((355062.7953521656 767398.2472803512, 356918.12021356344 769267.0501646592))",gridfinder
modelled_grid_original.10183,"MULTILINESTRING ((412577.86605544505 767398.2472803512, 412114.03484009876 767398.2472803512))",gridfinder
modelled_grid_original.10184,"MULTILINESTRING ((412577.86605544505 767398.2472803512, 412577.86605544505 767865.4418485769))",gridfinder
modelled_grid_original.10185,"MULTILINESTRING ((418143.8406396354 767398.2472803512, 417216.1782089365 767398.2472803512, 416752.346993587 767865.4418485769, 415360.8533475418 767865.4418485769, 414897.02213219233 768332.6405170078, 414897.02213219233 768799.8432881875))",gridfinder
modelled_grid_original.10186,"MULTILINESTRING ((938562.464261247 767398.2472803512, 938098.6330458974 767865.4418485769, 938098.6330458974 768332.6405170078, 938562.464261247 768799.8432881875, 938562.464261247 769267.0501646592, 939490.1266919427 770201.4762436505, 939490.1266919427 770668.695451258, 939953.9579072921 771135.9187743266, 939953.9579072921 771603.1462154059, 940417.7891226416 772070.3777770351, 940417.7891226416 772537.6134617605))",gridfinder
modelled_grid_original.10187,"MULTILINESTRING ((939026.2954765963 767398.2472803512, 938562.464261247 767398.2472803512))",gridfinder
modelled_grid_original.10188,"MULTILINESTRING ((1018341.4333012782 767398.2472803512, 1018341.4333012782 767865.4418485769, 1017877.6020859288 768332.6405170078, 1017877.6020859288 768799.8432881875, 1017413.7708705824 769267.0501646592, 1017413.7708705824 770668.695451258, 1017877.6020859288 771135.9187743266, 1017877.6020859288 771603.1462154059, 1018341.4333012782 772070.3777770351, 1018341.4333012782 772537.6134617605, 1018805.2645166278 773004.8532721228, 1018805.2645166278 774406.5974824907, 1018341.4333012782 774873.8538208491, 1018341.4333012782 776275.6476762668, 1017877.6020859288 776742.9205833317, 1017877.6020859288 777677.4788456222, 1016486.1084398836 779079.3473976316, 1016022.2772245342 779079.3473976316, 1014630.7835784857 780481.253401017, 1013703.12114779 780481.253401017, 1012775.458717091 781415.8782435314, 1010456.3026403468 781415.8782435314, 1009992.4714249974 780948.5637365505, 1007673.3153482501 780948.5637365505, 1006745.6529175544 781883.1969245046, 1005817.9904868554 781883.1969245046))",gridfinder
modelled_grid_original.10189,"MULTILINESTRING ((896817.6548798333 766931.0568097894, 896817.6548798333 768332.6405170078, 897281.4860951827 768799.8432881875, 897281.4860951827 769734.2611489652, 897745.3173105323 770201.4762436505, 897745.3173105323 771603.1462154059, 898209.1485258817 772070.3777770351, 898209.1485258817 773004.8532721228, 898672.979741228 773472.0972106712, 898672.979741228 774406.5974824907))",openstreetmap
modelled_grid_original.10190,"MULTILINESTRING ((938098.6330458974 766931.0568097894, 938562.464261247 767398.2472803512))",gridfinder
modelled_grid_original.10191,"MULTILINESTRING ((1018341.4333012782 766931.0568097894, 1018341.4333012782 767398.2472803512))",gridfinder
modelled_grid_original.10192,"MULTILINESTRING ((1018805.2645166278 766931.0568097894, 1018341.4333012782 766931.0568097894))",gridfinder
modelled_grid_original.10193,"MULTILINESTRING ((1018805.2645166278 766931.0568097894, 1019269.0957319771 767398.2472803512, 1020196.758162676 767398.2472803512, 1021588.2518087213 768799.8432881875, 1023907.4078854687 768799.8432881875, 1024371.239100818 769267.0501646592, 1024835.0703161644 769267.0501646592, 1025298.9015315138 768799.8432881875, 1027618.0576082612 768799.8432881875))",gridfinder
modelled_grid_original.10194,"MULTILINESTRING ((335581.8843075072 766463.8704343507, 335581.8843075072 767865.4418485769))",gridfinder
modelled_grid_original.10195,"MULTILINESTRING ((355990.4577828645 766463.8704343507, 355062.7953521656 767398.2472803512))",gridfinder
modelled_grid_original.10196,"MULTILINESTRING ((407475.7226866073 766463.8704343507, 407475.7226866073 767398.2472803512, 407939.5539019567 767865.4418485769))",gridfinder
modelled_grid_original.10197,"MULTILINESTRING ((824459.9852853838 766463.8704343507, 823532.3228546879 767398.2472803512, 823532.3228546879 769734.2611489652, 823996.1540700344 770201.4762436505, 823996.1540700344 772070.3777770351))",gridfinder
modelled_grid_original.10198,"MULTILINESTRING ((824459.9852853838 766463.8704343507, 825851.4789314322 767865.4418485769, 828170.6350081764 767865.4418485769, 828634.4662235258 768332.6405170078))",gridfinder
modelled_grid_original.10199,"MULTILINESTRING ((896817.6548798333 766463.8704343507, 896817.6548798333 766931.0568097894))",openstreetmap
modelled_grid_original.10200,"MULTILINESTRING ((897281.4860951827 766463.8704343507, 896817.6548798333 766463.8704343507))",openstreetmap
modelled_grid_original.10201,"MULTILINESTRING ((937634.801830548 766463.8704343507, 937170.9706151985 766931.0568097894, 936243.3081844995 766931.0568097894, 933460.3208924059 769734.2611489652, 933460.3208924059 770201.4762436505, 932532.6584617102 771135.9187743266, 932532.6584617102 772537.6134617605, 932068.8272463607 773004.8532721228, 932068.8272463607 774873.8538208491, 931604.9960310113 775341.1142975694, 931604.9960310113 775808.3789151936))",gridfinder
modelled_grid_original.10202,"MULTILINESTRING ((937634.801830548 766463.8704343507, 938098.6330458974 766931.0568097894))",gridfinder
modelled_grid_original.10203,"MULTILINESTRING ((308679.67381726374 765996.6881514876, 311926.49232470687 769267.0501646592))",gridfinder
modelled_grid_original.10204,"MULTILINESTRING ((407939.5539019567 765996.6881514876, 407475.7226866073 766463.8704343507))",gridfinder
modelled_grid_original.10205,"MULTILINESTRING ((414897.02213219233 765996.6881514876, 413969.3597014934 765996.6881514876, 412577.86605544505 767398.2472803512))",gridfinder
modelled_grid_original.10206,"MULTILINESTRING ((751638.484475588 765996.6881514876, 749319.3283988407 765996.6881514876, 748855.4971834944 766463.8704343507, 748391.6659681449 766463.8704343507, 747927.8347527955 765996.6881514876))",gridfinder
modelled_grid_original.10207,"MULTILINESTRING ((751638.484475588 765996.6881514876, 752102.3156909375 766463.8704343507, 752102.3156909375 766931.0568097894, 751638.484475588 767398.2472803512, 751638.484475588 768332.6405170078, 750710.8220448891 769267.0501646592, 750710.8220448891 769734.2611489652, 751174.6532602385 770201.4762436505, 751174.6532602385 771603.1462154059, 750710.8220448891 772070.3777770351, 750710.8220448891 773004.8532721228, 750246.9908295396 773472.0972106712))",gridfinder
modelled_grid_original.10208,"MULTILINESTRING ((823068.4916393387 765996.6881514876, 820749.3355625912 768332.6405170078, 820285.5043472451 768332.6405170078, 818894.0107011966 769734.2611489652, 814255.6985477052 769734.2611489652, 813791.8673323556 770201.4762436505, 811936.542470961 770201.4762436505, 810081.2176095663 772070.3777770351))",gridfinder
modelled_grid_original.10209,"MULTILINESTRING ((830489.7910849237 765996.6881514876, 829562.1286542247 766931.0568097894, 829562.1286542247 767398.2472803512, 828634.4662235258 768332.6405170078))",gridfinder
modelled_grid_original.10210,"MULTILINESTRING ((830489.7910849237 765996.6881514876, 833272.7783770172 768799.8432881875))",openstreetmap
modelled_grid_original.10211,"MULTILINESTRING ((843013.2338993464 765996.6881514876, 842549.4026839971 766463.8704343507, 840230.2466072529 766463.8704343507, 839766.4153919035 765996.6881514876, 839302.5841765539 765996.6881514876, 837447.259315156 767865.4418485769, 836519.5968844603 767865.4418485769, 836055.7656691108 767398.2472803512, 834664.2720230625 767398.2472803512, 834200.440807713 767865.4418485769, 834200.440807713 768332.6405170078, 833736.6095923667 768799.8432881875))",openstreetmap
modelled_grid_original.10212,"MULTILINESTRING ((843477.0651146959 765996.6881514876, 843013.2338993464 765996.6881514876))",gridfinder
modelled_grid_original.10213,"MULTILINESTRING ((1084205.4658808415 765996.6881514876, 1083741.6346654922 765996.6881514876))",gridfinder
modelled_grid_original.10214,"MULTILINESTRING ((1084205.4658808415 765996.6881514876, 1086060.7907422362 767865.4418485769, 1086524.6219575857 767865.4418485769, 1086988.4531729352 767398.2472803512, 1087916.1156036342 767398.2472803512, 1088379.9468189836 766931.0568097894))",gridfinder
modelled_grid_original.10215,"MULTILINESTRING ((402373.57931776636 765529.5099586616, 401445.91688707063 765529.5099586616, 399126.76081032335 767865.4418485769))",gridfinder
modelled_grid_original.10216,"MULTILINESTRING ((407475.7226866073 765529.5099586616, 407011.8914712578 765996.6881514876, 407475.7226866073 766463.8704343507))",gridfinder
modelled_grid_original.10217,"MULTILINESTRING ((407475.7226866073 765529.5099586616, 407939.5539019567 765996.6881514876))",gridfinder
modelled_grid_original.10218,"MULTILINESTRING ((407939.5539019567 765996.6881514876, 408403.3851173062 765529.5099586616, 408867.21633265563 765529.5099586616, 409331.047548002 765996.6881514876, 408867.21633265563 766463.8704343507, 409331.047548002 766931.0568097894, 410258.7099787009 766931.0568097894, 410722.5411940504 767398.2472803512, 412114.03484009876 767398.2472803512))",gridfinder
modelled_grid_original.10219,"MULTILINESTRING ((818430.1794858472 765529.5099586616, 818894.0107011966 765996.6881514876, 818430.1794858472 766463.8704343507, 817038.6858397988 766463.8704343507, 816574.8546244523 766931.0568097894, 816111.023409103 766931.0568097894))",gridfinder
modelled_grid_original.10220,"MULTILINESTRING ((823532.3228546879 765529.5099586616, 823068.4916393387 765996.6881514876))",gridfinder
modelled_grid_original.10221,"MULTILINESTRING ((823532.3228546879 765529.5099586616, 824459.9852853838 766463.8704343507))",gridfinder
modelled_grid_original.10222,"MULTILINESTRING ((830489.7910849237 765529.5099586616, 830489.7910849237 765996.6881514876))",openstreetmap
modelled_grid_original.10223,"MULTILINESTRING ((843013.2338993464 765529.5099586616, 843013.2338993464 765996.6881514876))",gridfinder
modelled_grid_original.10224,"MULTILINESTRING ((843477.0651146959 765996.6881514876, 844868.558760741 765996.6881514876, 845332.3899760906 765529.5099586616, 846260.0524067895 765529.5099586616, 846723.8836221389 765996.6881514876))",gridfinder
modelled_grid_original.10225,"MULTILINESTRING ((846723.8836221389 765996.6881514876, 846723.8836221389 766463.8704343507, 845796.22119144 767398.2472803512, 846260.0524067895 767865.4418485769, 847187.7148374885 767865.4418485769, 848115.3772681842 766931.0568097894, 848579.2084835337 766931.0568097894, 849043.0396988831 766463.8704343507, 850434.5333449316 766463.8704343507, 851362.1957756273 765529.5099586616, 851826.0269909767 765996.6881514876))",gridfinder
modelled_grid_original.10226,"MULTILINESTRING ((1084205.4658808415 765529.5099586616, 1084205.4658808415 765996.6881514876))",gridfinder
modelled_grid_original.10227,"MULTILINESTRING ((357845.78264426236 765062.3358533278, 357845.78264426236 768799.8432881875, 357381.95142891293 769267.0501646592))",openstreetmap
modelled_grid_original.10228,"MULTILINESTRING ((818430.1794858472 765062.3358533278, 817966.3482704976 765062.3358533278))",gridfinder
modelled_grid_original.10229,"MULTILINESTRING ((818430.1794858472 765062.3358533278, 818430.1794858472 765529.5099586616))",gridfinder
modelled_grid_original.10230,"MULTILINESTRING ((823068.4916393387 765062.3358533278, 822604.6604239891 765529.5099586616, 823068.4916393387 765996.6881514876))",gridfinder
modelled_grid_original.10231,"MULTILINESTRING ((823068.4916393387 765062.3358533278, 823532.3228546879 765529.5099586616))",gridfinder
modelled_grid_original.10232,"MULTILINESTRING ((830489.7910849237 765062.3358533278, 830489.7910849237 765529.5099586616))",openstreetmap
modelled_grid_original.10233,"MULTILINESTRING ((830953.62230027 765062.3358533278, 830489.7910849237 765062.3358533278))",openstreetmap
modelled_grid_original.10234,"MULTILINESTRING ((832345.1159463183 765062.3358533278, 830953.62230027 765062.3358533278))",openstreetmap
modelled_grid_original.10235,"MULTILINESTRING ((895889.9924491345 765062.3358533278, 895426.1612337849 765529.5099586616, 895426.1612337849 765996.6881514876, 894962.3300184387 766463.8704343507, 894962.3300184387 766931.0568097894, 893570.8363723903 768332.6405170078))",gridfinder
modelled_grid_original.10236,"MULTILINESTRING ((895889.9924491345 765062.3358533278, 896353.8236644838 765529.5099586616, 896353.8236644838 765996.6881514876, 896817.6548798333 766463.8704343507))",openstreetmap
modelled_grid_original.10237,"MULTILINESTRING ((993758.3788877822 765062.3358533278, 992830.7164570832 765996.6881514876, 992830.7164570832 766463.8704343507, 993294.5476724326 766931.0568097894, 993294.5476724326 770668.695451258))",gridfinder
modelled_grid_original.10238,"MULTILINESTRING ((350888.3144140268 764595.1658329502, 349496.82076797844 765996.6881514876, 349496.82076797844 766463.8704343507, 348569.1583372795 767398.2472803512, 348105.32712193 767398.2472803512, 347641.49590658373 767865.4418485769))",gridfinder
modelled_grid_original.10239,"MULTILINESTRING ((351352.1456293731 764595.1658329502, 350888.3144140268 764595.1658329502))",gridfinder
modelled_grid_original.10240,"MULTILINESTRING ((351352.1456293731 764595.1658329502, 351815.9768447226 765062.3358533278, 351815.9768447226 765996.6881514876, 352279.808060072 766463.8704343507, 352279.808060072 766931.0568097894, 352743.6392754215 767398.2472803512))",openstreetmap
modelled_grid_original.10241,"MULTILINESTRING ((357845.78264426236 764595.1658329502, 357845.78264426236 765062.3358533278))",openstreetmap
modelled_grid_original.10242,"MULTILINESTRING ((358309.6138596087 764595.1658329502, 357845.78264426236 764595.1658329502))",openstreetmap
modelled_grid_original.10243,"MULTILINESTRING ((358309.6138596087 764595.1658329502, 359701.10750565707 765996.6881514876, 362947.92601310014 765996.6881514876, 363411.75722844957 766463.8704343507, 365730.9133051937 766463.8704343507, 366194.7445205432 766931.0568097894, 366658.57573589263 766931.0568097894, 367122.4069512421 767398.2472803512, 368050.06938194105 767398.2472803512, 368513.90059728734 767865.4418485769, 370369.2254586852 767865.4418485769, 370833.0566740347 767398.2472803512, 374543.7063968272 767398.2472803512, 375007.5376121735 767865.4418485769))",gridfinder
modelled_grid_original.10244,"MULTILINESTRING ((424637.4776545215 764595.1658329502, 424173.6464391721 765062.3358533278, 422318.32157777745 765062.3358533278, 421854.49036242795 764595.1658329502))",gridfinder
modelled_grid_original.10245,"MULTILINESTRING ((696906.4010644022 764595.1658329502, 696906.4010644022 765529.5099586616, 697370.2322797517 765996.6881514876, 697370.2322797517 767398.2472803512, 697834.063495101 767865.4418485769, 697834.063495101 768332.6405170078, 698297.8947104474 768799.8432881875, 698297.8947104474 774406.5974824907, 697834.063495101 774873.8538208491, 697834.063495101 775808.3789151936, 697370.2322797517 776275.6476762668))",openstreetmap
modelled_grid_original.10246,"MULTILINESTRING ((816574.8546244523 764595.1658329502, 817038.6858397988 764595.1658329502, 817502.5170551483 765062.3358533278, 817966.3482704976 765062.3358533278))",gridfinder
modelled_grid_original.10247,"MULTILINESTRING ((827706.8037928268 764595.1658329502, 827242.9725774775 765062.3358533278, 827242.9725774775 765529.5099586616, 827706.8037928268 765996.6881514876, 828634.4662235258 765996.6881514876))",gridfinder
modelled_grid_original.10248,"MULTILINESTRING ((830025.9598695743 764595.1658329502, 829562.1286542247 764595.1658329502))",openstreetmap
modelled_grid_original.10249,"MULTILINESTRING ((830025.9598695743 764595.1658329502, 830489.7910849237 765062.3358533278))",openstreetmap
modelled_grid_original.10250,"MULTILINESTRING ((899600.6421719269 764595.1658329502, 897745.3173105323 766463.8704343507, 897281.4860951827 766463.8704343507))",gridfinder
modelled_grid_original.10251,"MULTILINESTRING ((899600.6421719269 764595.1658329502, 901919.7982486741 766931.0568097894, 901919.7982486741 767398.2472803512))",gridfinder
modelled_grid_original.10252,"MULTILINESTRING ((351352.1456293731 764127.9998949782, 351352.1456293731 764595.1658329502))",openstreetmap
modelled_grid_original.10253,"MULTILINESTRING ((791527.9689956037 764127.9998949782, 790136.4753495554 765529.5099586616))",gridfinder
modelled_grid_original.10254,"MULTILINESTRING ((791991.8002109532 764127.9998949782, 791527.9689956037 764127.9998949782))",gridfinder
modelled_grid_original.10255,"MULTILINESTRING ((822140.8292086397 764127.9998949782, 821676.9979932902 764595.1658329502))",gridfinder
modelled_grid_original.10256,"MULTILINESTRING ((827706.8037928268 764127.9998949782, 827706.8037928268 764595.1658329502))",openstreetmap
modelled_grid_original.10257,"MULTILINESTRING ((828170.6350081764 764127.9998949782, 827706.8037928268 764127.9998949782))",openstreetmap
modelled_grid_original.10258,"MULTILINESTRING ((828634.4662235258 764127.9998949782, 828170.6350081764 764127.9998949782))",openstreetmap
modelled_grid_original.10259,"MULTILINESTRING ((828634.4662235258 764127.9998949782, 829098.2974388753 764595.1658329502, 829562.1286542247 764595.1658329502))",openstreetmap
modelled_grid_original.10260,"MULTILINESTRING ((830025.9598695743 764127.9998949782, 830025.9598695743 764595.1658329502))",openstreetmap
modelled_grid_original.10261,"MULTILINESTRING ((843013.2338993464 764127.9998949782, 843013.2338993464 765529.5099586616))",gridfinder
modelled_grid_original.10262,"MULTILINESTRING ((942273.1139840394 764127.9998949782, 941809.2827686899 764595.1658329502, 941345.4515533405 764595.1658329502, 939490.1266919427 766463.8704343507, 938562.464261247 766463.8704343507, 938098.6330458974 766931.0568097894))",gridfinder
modelled_grid_original.10263,"MULTILINESTRING ((942273.1139840394 764127.9998949782, 942736.9451993888 764595.1658329502, 944128.4388454341 764595.1658329502, 944592.2700607835 765062.3358533278))",gridfinder
modelled_grid_original.10264,"MULTILINESTRING ((382892.66827310796 763660.8380368727, 382428.83705775853 764127.9998949782, 382428.83705775853 764595.1658329502, 381965.00584240904 765062.3358533278, 381965.00584240904 766463.8704343507, 382428.83705775853 766931.0568097894, 382892.66827310796 766931.0568097894, 385211.82434985216 769267.0501646592, 386139.48678055103 769267.0501646592, 387530.98042659945 770668.695451258, 387530.98042659945 771135.9187743266, 387994.8116419489 771603.1462154059, 388458.6428572984 771603.1462154059, 389386.3052879941 772537.6134617605, 389386.3052879941 773472.0972106712, 389850.1365033435 773939.3452799445, 389850.1365033435 774406.5974824907, 390313.967718693 774873.8538208491, 390313.967718693 775341.1142975694))",gridfinder
modelled_grid_original.10265,"MULTILINESTRING ((383356.49948845746 763660.8380368727, 382892.66827310796 763660.8380368727))",gridfinder
modelled_grid_original.10266,"MULTILINESTRING ((383820.3307038069 763660.8380368727, 383356.49948845746 763660.8380368727))",gridfinder
modelled_grid_original.10267,"MULTILINESTRING ((404692.7353945137 763660.8380368727, 404692.7353945137 764127.9998949782, 404228.9041791642 764595.1658329502, 404228.9041791642 765062.3358533278))",gridfinder
modelled_grid_original.10268,"MULTILINESTRING ((436697.08925359487 763660.8380368727, 436697.08925359487 765529.5099586616, 438088.5828996432 766931.0568097894, 438088.5828996432 767865.4418485769, 438552.4141149927 768332.6405170078, 438552.4141149927 768799.8432881875, 439016.24533034215 769267.0501646592, 439016.24533034215 771135.9187743266, 439480.07654569164 771603.1462154059, 439480.07654569164 774873.8538208491))",gridfinder
modelled_grid_original.10269,"MULTILINESTRING ((623157.2378239074 763660.8380368727, 622693.406608558 764127.9998949782, 622693.406608558 766463.8704343507, 620838.0817471602 768332.6405170078, 620838.0817471602 768799.8432881875, 618055.0944550666 771603.1462154059, 618055.0944550666 772070.3777770351, 616663.6008090181 773472.0972106712, 616663.6008090181 773939.3452799445, 615735.9383783224 774873.8538208491, 615735.9383783224 775341.1142975694, 614808.2759476234 776275.6476762668, 614808.2759476234 776742.9205833317, 613880.6135169246 777677.4788456222, 613880.6135169246 778144.7642059379, 612489.1198708793 779546.645234103, 612489.1198708793 780013.9472343818, 611097.626224831 781415.8782435314, 611097.626224831 781883.1969245046, 609706.1325787825 783285.178036837, 609242.3013634363 783285.178036837, 608778.4701480868 783752.5134392396, 607850.8077173879 783752.5134392396, 607386.9765020384 784219.8530283676, 606923.1452866889 784219.8530283676, 606459.3140713396 784687.1968067654))",openstreetmap
modelled_grid_original.10270,"MULTILINESTRING ((623157.2378239074 763660.8380368727, 623621.0690392538 763660.8380368727, 624548.7314699526 764595.1658329502))",gridfinder
modelled_grid_original.10271,"MULTILINESTRING ((791527.9689956037 763660.8380368727, 791527.9689956037 764127.9998949782))",gridfinder
modelled_grid_original.10272,"MULTILINESTRING ((821676.9979932902 763660.8380368727, 822140.8292086397 764127.9998949782))",gridfinder
modelled_grid_original.10273,"MULTILINESTRING ((822604.6604239891 763660.8380368727, 822140.8292086397 764127.9998949782))",gridfinder
modelled_grid_original.10274,"MULTILINESTRING ((822604.6604239891 763660.8380368727, 823068.4916393387 764127.9998949782, 823068.4916393387 765062.3358533278))",gridfinder
modelled_grid_original.10275,"MULTILINESTRING ((826779.1413621311 763660.8380368727, 827242.9725774775 763660.8380368727, 827706.8037928268 764127.9998949782))",openstreetmap
modelled_grid_original.10276,"MULTILINESTRING ((828634.4662235258 763660.8380368727, 828634.4662235258 764127.9998949782))",openstreetmap
modelled_grid_original.10277,"MULTILINESTRING ((930213.5023849629 763660.8380368727, 930213.5023849629 764127.9998949782))",gridfinder
modelled_grid_original.10278,"MULTILINESTRING ((1021124.420593372 763660.8380368727, 1020660.5893780256 764127.9998949782, 1020660.5893780256 765062.3358533278, 1018805.2645166278 766931.0568097894))",gridfinder
modelled_grid_original.10279,"MULTILINESTRING ((1047562.799868269 763660.8380368727, 1047098.9686529196 764127.9998949782, 1046635.13743757 764127.9998949782, 1041996.8252840786 768799.8432881875))",gridfinder
modelled_grid_original.10280,"MULTILINESTRING ((355990.4577828645 763193.6802560961, 355062.7953521656 764127.9998949782, 355062.7953521656 764595.1658329502, 354598.96413681615 765062.3358533278))",gridfinder
modelled_grid_original.10281,"MULTILINESTRING ((356454.288998214 763193.6802560961, 355990.4577828645 763193.6802560961))",gridfinder
modelled_grid_original.10282,"MULTILINESTRING ((356454.288998214 763193.6802560961, 357845.78264426236 764595.1658329502))",openstreetmap
modelled_grid_original.10283,"MULTILINESTRING ((382892.66827310796 763193.6802560961, 382892.66827310796 763660.8380368727))",gridfinder
modelled_grid_original.10284,"MULTILINESTRING ((403765.0729638148 763193.6802560961, 404228.9041791642 763193.6802560961, 404692.7353945137 763660.8380368727))",gridfinder
modelled_grid_original.10285,"MULTILINESTRING ((405156.56660986313 763193.6802560961, 404692.7353945137 763660.8380368727))",gridfinder
modelled_grid_original.10286,"MULTILINESTRING ((405156.56660986313 763193.6802560961, 407475.7226866073 765529.5099586616))",gridfinder
modelled_grid_original.10287,"MULTILINESTRING ((418607.67185498483 763193.6802560961, 417680.0094242859 764127.9998949782))",gridfinder
modelled_grid_original.10288,"MULTILINESTRING ((419535.33428568067 763193.6802560961, 421390.6591470785 765062.3358533278, 421854.49036242795 764595.1658329502))",gridfinder
modelled_grid_original.10289,"MULTILINESTRING ((434377.9331768507 763193.6802560961, 434377.9331768507 764595.1658329502, 433450.2707461518 765529.5099586616, 432522.6083154561 765529.5099586616, 432058.77710010664 765996.6881514876, 432058.77710010664 766463.8704343507))",gridfinder
modelled_grid_original.10290,"MULTILINESTRING ((437160.9204689443 763193.6802560961, 436697.08925359487 763660.8380368727))",gridfinder
modelled_grid_original.10291,"MULTILINESTRING ((664438.2159899684 763193.6802560961, 664438.2159899684 763660.8380368727, 663974.3847746189 764127.9998949782, 663974.3847746189 764595.1658329502, 662582.8911285737 765996.6881514876, 662582.8911285737 766463.8704343507, 662119.0599132242 766931.0568097894, 661655.2286978748 766931.0568097894, 661191.3974825253 767398.2472803512, 661191.3974825253 768332.6405170078, 660727.5662671758 768799.8432881875, 660727.5662671758 769267.0501646592, 660263.7350518296 769734.2611489652, 660263.7350518296 770201.4762436505))",gridfinder
modelled_grid_original.10292,"MULTILINESTRING ((822140.8292086397 763193.6802560961, 821676.9979932902 763660.8380368727))",gridfinder
modelled_grid_original.10293,"MULTILINESTRING ((822140.8292086397 763193.6802560961, 822604.6604239891 763660.8380368727))",gridfinder
